index	question	answer	task	image_relation	image_type	counterpart_idx	image_path	A	B	C	D	E
1163	<image> Which shape is a cylinder?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1162	['00001163_00.jpg', '00001163_01.jpg', '00001163_02.jpg']	<image>	<image>	None of the choices provided		
1164	<image> Which is shaped like a cylinder?	D	Diagram Understanding	Cropped/Zoomed	Graphics	1165	['00001164_00.jpg', '00001164_01.jpg', '00001164_02.jpg', '00001164_03.jpg']	None of the choices provided	<image>	<image>	<image>	
1165	<image> Which is shaped like a cube?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1164	['00001165_00.jpg', '00001165_01.jpg', '00001165_02.jpg', '00001165_03.jpg']	<image>	<image>	None of the choices provided	<image>	
1166	<image> Which shape is a rectangle?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1167	['00001166_00.jpg', '00001166_01.jpg', '00001166_02.jpg']	<image>	None of the choices provided	<image>		
1167	<image> Which shape is a hexogon?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1166	['00001167_00.jpg', '00001167_01.jpg', '00001167_02.jpg']	None of the choices provided	<image>	<image>		
1168	<image> Which shape is a hexagon?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1169	['00001168_00.jpg', '00001168_01.jpg', '00001168_02.jpg']	<image>	None of the choices provided	<image>		
1169	<image> Which shape is a octagon?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1168	['00001169_00.jpg', '00001169_01.jpg', '00001169_02.jpg']	<image>	None of the choices provided	<image>		
1170	<image> Which shape has 3 sides?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1171	['00001170_00.jpg', '00001170_01.jpg', '00001170_02.jpg']	<image>	None of the choices provided	<image>		
1171	<image> Which shape has 6 sides?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1170	['00001171_00.jpg', '00001171_01.jpg', '00001171_02.jpg']	<image>	None of the choices provided	<image>		
1172	<image> Which group has 1 triangle?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1173	['00001172_00.jpg', '00001172_01.jpg', '00001172_02.jpg']	None of the choices provided	<image>	<image>		
1173	<image> Which group has two triangles?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1172	['00001173_00.jpg', '00001173_01.jpg', '00001173_02.jpg']	<image>	None of the choices provided	<image>		
1174	<image> Which object above the desk is shaped like a cube?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1175	['00001174_00.jpg', '00001174_01.jpg', '00001174_02.jpg']	<image>	None of the choices provided	<image>		
1175	<image> Which object below the desk is shaped like a cube?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1174	['00001175_00.jpg', '00001175_01.jpg', '00001175_02.jpg']	<image>	<image>	None of the choices provided		
1176	<image> Which shape shows one-fourth?	E	Diagram Understanding	Cropped/Zoomed	Graphics	1177	['00001176_00.jpg', '00001176_01.jpg', '00001176_02.jpg', '00001176_03.jpg', '00001176_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
1177	<image> Which shape shows one-fifth?	E	Diagram Understanding	Cropped/Zoomed	Graphics	1176	['00001177_00.jpg', '00001177_01.jpg', '00001177_02.jpg', '00001177_03.jpg', '00001177_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
1178	<image> Which group has 6 triangles?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1179	['00001178_00.jpg', '00001178_01.jpg', '00001178_02.jpg']	<image>	None of the choices provided	<image>		
1179	<image> Which group has 5 triangles?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1178	['00001179_00.jpg', '00001179_01.jpg', '00001179_02.jpg']	<image>	<image>	None of the choices provided		
1180	<image> Which is shaped like a cube?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1181	['00001180_00.jpg', '00001180_01.jpg', '00001180_02.jpg', '00001180_03.jpg', '00001180_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
1181	<image> Which is shaped like a prism?	E	Diagram Understanding	Cropped/Zoomed	Graphics	1180	['00001181_00.jpg', '00001181_01.jpg', '00001181_02.jpg', '00001181_03.jpg', '00001181_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
1182	<image> Which shape is a sphere?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1183	['00001182_00.jpg', '00001182_01.jpg', '00001182_02.jpg']	<image>	<image>	None of the choices provided		
1183	<image> Which shape is a cube?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1182	['00001183_00.jpg', '00001183_01.jpg', '00001183_02.jpg']	<image>	None of the choices provided	<image>		
1184	<image> Which shape has 4 equal sides?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1185	['00001184_00.jpg', '00001184_01.jpg', '00001184_02.jpg']	<image>	None of the choices provided	<image>		
1185	<image> Which shape has 3 equal sides?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1184	['00001185_00.jpg', '00001185_01.jpg', '00001185_02.jpg']	<image>	<image>	None of the choices provided		
1186	<image> Which shows 3?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1187	['00001186_00.jpg', '00001186_01.jpg', '00001186_02.jpg']	<image>	None of the choices provided	<image>		
1187	<image> Which shows 4?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1186	['00001187_00.jpg', '00001187_01.jpg', '00001187_02.jpg']	None of the choices provided	<image>	<image>		
1188	<image> Which object is below the bench?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1189	['00001188_00.jpg', '00001188_01.jpg', '00001188_02.jpg']	None of the choices provided	<image>	<image>		
1189	<image> Which object is below the bed?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1188	['00001189_00.jpg', '00001189_01.jpg', '00001189_02.jpg']	<image>	None of the choices provided	<image>		
1190	<image> Which object is below the bench?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1191	['00001190_00.jpg', '00001190_01.jpg', '00001190_02.jpg', '00001190_03.jpg']	<image>	<image>	<image>	None of the choices provided	
1191	<image> Which object below the bench is shaped like a cube?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1190	['00001191_00.jpg', '00001191_01.jpg', '00001191_02.jpg', '00001191_03.jpg']	<image>	<image>	None of the choices provided	<image>	
1192	<image> Which object is shaped like a sphere?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1193	['00001192_00.jpg', '00001192_01.jpg', '00001192_02.jpg', '00001192_03.jpg']	<image>	<image>	<image>	None of the choices provided	
1193	<image> Which object is shaped like a cube?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1192	['00001193_00.jpg', '00001193_01.jpg', '00001193_02.jpg', '00001193_03.jpg']	<image>	<image>	None of the choices provided	<image>	
1194	<image> Which tool would help you figure out how much time you have left during recess?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1195	['00001194_00.jpg', '00001194_01.jpg', '00001194_02.jpg', '00001194_03.jpg', '00001194_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
1195	<image> Which tool would you use to determine the soil acidity in a garden?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1194	['00001195_00.jpg', '00001195_01.jpg', '00001195_02.jpg', '00001195_03.jpg', '00001195_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
1196	<image> Which shape is a triangle?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1197	['00001196_00.jpg', '00001196_01.jpg', '00001196_02.jpg']	<image>	None of the choices provided	<image>		
1197	<image> Which shape is a hexogon?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1196	['00001197_00.jpg', '00001197_01.jpg', '00001197_02.jpg']	<image>	<image>	None of the choices provided		
1198	<image> Which object is shaped like a cone and is below the table?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1199	['00001198_00.jpg', '00001198_01.jpg', '00001198_02.jpg']	<image>	None of the choices provided	<image>		
1199	<image> Which object is shaped like a sphere and is below the table?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1198	['00001199_00.jpg', '00001199_01.jpg', '00001199_02.jpg']	<image>	<image>	None of the choices provided		
1200	<image> Which shape is a hexagon?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1201	['00001200_00.jpg', '00001200_01.jpg', '00001200_02.jpg']	<image>	<image>	None of the choices provided		
1201	<image> Which shape is a rectangle?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1200	['00001201_00.jpg', '00001201_01.jpg', '00001201_02.jpg']	<image>	<image>	None of the choices provided		
1202	<image> Which object is beside the one shaped like a sphere?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1203	['00001202_00.jpg', '00001202_01.jpg', '00001202_02.jpg', '00001202_03.jpg', '00001202_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
1203	<image> Which object is beside the one shaped like a cube?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1202	['00001203_00.jpg', '00001203_01.jpg', '00001203_02.jpg', '00001203_03.jpg', '00001203_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
1204	<image> Which object is below the desk?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1205	['00001204_00.jpg', '00001204_01.jpg', '00001204_02.jpg']	None of the choices provided	<image>	<image>		
1205	<image> Which object below the desk is shaped like a cube?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1204	['00001205_00.jpg', '00001205_01.jpg', '00001205_02.jpg']	<image>	<image>	None of the choices provided		
1206	<image> Which shape has 3 corners?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1207	['00001206_00.jpg', '00001206_01.jpg', '00001206_02.jpg']	None of the choices provided	<image>	<image>		
1207	<image> Which shape has 6 corners?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1206	['00001207_00.jpg', '00001207_01.jpg', '00001207_02.jpg']	<image>	<image>	None of the choices provided		
1208	<image> Which object is next to the mailing box?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1209	['00001208_00.jpg', '00001208_01.jpg', '00001208_02.jpg', '00001208_03.jpg']	<image>	None of the choices provided	<image>	<image>	
1209	<image> Which object is above the mailing box?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1208	['00001209_00.jpg', '00001209_01.jpg', '00001209_02.jpg', '00001209_03.jpg']	<image>	<image>	None of the choices provided	<image>	
1210	<image> Which shape has 3 sides?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1211	['00001210_00.jpg', '00001210_01.jpg', '00001210_02.jpg']	<image>	<image>	None of the choices provided		
1211	<image> Which shape has 6 sides?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1210	['00001211_00.jpg', '00001211_01.jpg', '00001211_02.jpg']	<image>	<image>	None of the choices provided		
1212	<image> Which clock shows eight forty-five?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1213	['00001212_00.jpg', '00001212_01.jpg', '00001212_02.jpg']	<image>	<image>	None of the choices provided		
1213	<image> Which clock shows seven forty-five?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1212	['00001213_00.jpg', '00001213_01.jpg', '00001213_02.jpg']	None of the choices provided	<image>	<image>		
1214	<image> Which object is next to the drum?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1215	['00001214_00.jpg', '00001214_01.jpg', '00001214_02.jpg', '00001214_03.jpg']	None of the choices provided	<image>	<image>	<image>	
1215	<image> Which object is below the drum?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1214	['00001215_00.jpg', '00001215_01.jpg', '00001215_02.jpg', '00001215_03.jpg']	<image>	None of the choices provided	<image>	<image>	
1216	<image> Which shape is a rectangle?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1217	['00001216_00.jpg', '00001216_01.jpg', '00001216_02.jpg']	<image>	<image>	None of the choices provided		
1217	<image> Which shape is a circle?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1216	['00001217_00.jpg', '00001217_01.jpg', '00001217_02.jpg']	None of the choices provided	<image>	<image>		
1218	<image> Which square is blue?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1219	['00001218_00.jpg', '00001218_01.jpg', '00001218_02.jpg', '00001218_03.jpg']	<image>	None of the choices provided	<image>	<image>	
1219	<image> Which square is orange?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1218	['00001219_00.jpg', '00001219_01.jpg', '00001219_02.jpg', '00001219_03.jpg']	<image>	<image>	None of the choices provided	<image>	
1220	<image> Which group has 5 circles?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1221	['00001220_00.jpg', '00001220_01.jpg', '00001220_02.jpg']	<image>	None of the choices provided	<image>		
1221	<image> Which group has 3 circles?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1220	['00001221_00.jpg', '00001221_01.jpg', '00001221_02.jpg']	<image>	<image>	None of the choices provided		
1222	<image> Which tool would you use to find out how many weeks it is until New Year's Day?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1223	['00001222_00.jpg', '00001222_01.jpg', '00001222_02.jpg', '00001222_03.jpg', '00001222_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
1223	<image> Which tool would you use to weigh a batch of freshly picked apples?	D	Diagram Understanding	Cropped/Zoomed	Graphics	1222	['00001223_00.jpg', '00001223_01.jpg', '00001223_02.jpg', '00001223_03.jpg', '00001223_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
1224	<image> Which picture shows the salad inside the refrigerator?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1225	['00001224_00.jpg', '00001224_01.jpg', '00001224_02.jpg']	None of the choices provided	<image>	<image>		
1225	<image> Which picture shows the pizza inside the refrigerator?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1224	['00001225_00.jpg', '00001225_01.jpg', '00001225_02.jpg']	<image>	<image>	None of the choices provided		
1226	<image> Which object is below the table?	D	Diagram Understanding	Cropped/Zoomed	Graphics	1227	['00001226_00.jpg', '00001226_01.jpg', '00001226_02.jpg', '00001226_03.jpg']	<image>	None of the choices provided	<image>	<image>	
1227	<image> Which object is below the bed?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1226	['00001227_00.jpg', '00001227_01.jpg', '00001227_02.jpg', '00001227_03.jpg']	None of the choices provided	<image>	<image>	<image>	
1228	<image> Which object is shaped like a cone and is above the table?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1229	['00001228_00.jpg', '00001228_01.jpg', '00001228_02.jpg']	<image>	<image>	None of the choices provided		
1229	<image> Which object is shaped like a cone and is below the table?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1228	['00001229_00.jpg', '00001229_01.jpg', '00001229_02.jpg']	<image>	<image>	None of the choices provided		
1230	<image> Which shape is a rhombus?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1231	['00001230_00.jpg', '00001230_01.jpg', '00001230_02.jpg']	None of the choices provided	<image>	<image>		
1231	<image> Which shape is a rectangle?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1230	['00001231_00.jpg', '00001231_01.jpg', '00001231_02.jpg']	None of the choices provided	<image>	<image>		
1232	<image> Which shape is a cube?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1233	['00001232_00.jpg', '00001232_01.jpg', '00001232_02.jpg']	None of the choices provided	<image>	<image>		
1233	<image> Which shape is a cylinder?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1232	['00001233_00.jpg', '00001233_01.jpg', '00001233_02.jpg']	None of the choices provided	<image>	<image>		
1234	<image> Which object is next to the butterfly?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1235	['00001234_00.jpg', '00001234_01.jpg', '00001234_02.jpg', '00001234_03.jpg']	<image>	<image>	<image>	None of the choices provided	
1235	<image> Which object is next to the ant?	D	Diagram Understanding	Cropped/Zoomed	Graphics	1234	['00001235_00.jpg', '00001235_01.jpg', '00001235_02.jpg', '00001235_03.jpg']	<image>	<image>	<image>	None of the choices provided	
1236	<image> Pam's piano lesson started at 7:00 and was 1 hour long. What time was it when Pam's lesson ended?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1237	['00001236_00.jpg', '00001236_01.jpg', '00001236_02.jpg', '00001236_03.jpg', '00001236_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
1237	<image> Pam's piano lesson started at 7:00 and was 3 hours long. What time was it when Pam's lesson ended?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1236	['00001237_00.jpg', '00001237_01.jpg', '00001237_02.jpg', '00001237_03.jpg', '00001237_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
1238	<image> Which object is next to the dice?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1239	['00001238_00.jpg', '00001238_01.jpg', '00001238_02.jpg', '00001238_03.jpg']	<image>	<image>	None of the choices provided	<image>	
1239	<image> Which object is next to the football?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1238	['00001239_00.jpg', '00001239_01.jpg', '00001239_02.jpg', '00001239_03.jpg']	None of the choices provided	<image>	<image>	<image>	
1240	<image> Which object is above the bench?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1241	['00001240_00.jpg', '00001240_01.jpg', '00001240_02.jpg']	<image>	None of the choices provided	<image>		
1241	<image> Which object is above the bench and is shaped like a cylinder?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1240	['00001241_00.jpg', '00001241_01.jpg', '00001241_02.jpg']	None of the choices provided	<image>	<image>		
1242	<image> Which object is shaped like a sphere?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1243	['00001242_00.jpg', '00001242_01.jpg', '00001242_02.jpg', '00001242_03.jpg', '00001242_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
1243	<image> Which object is shaped like a cube?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1242	['00001243_00.jpg', '00001243_01.jpg', '00001243_02.jpg', '00001243_03.jpg', '00001243_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
1244	<image> Which object is above the table?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1245	['00001244_00.jpg', '00001244_01.jpg', '00001244_02.jpg']	<image>	None of the choices provided	<image>		
1245	<image> Which object is above the table and is shaped like a sphere?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1244	['00001245_00.jpg', '00001245_01.jpg', '00001245_02.jpg']	None of the choices provided	<image>	<image>		
1246	<image> Which is shaped like a cube?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1247	['00001246_00.jpg', '00001246_01.jpg', '00001246_02.jpg', '00001246_03.jpg']	<image>	None of the choices provided	<image>	<image>	
1247	<image> Which is shaped like a sphere?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1246	['00001247_00.jpg', '00001247_01.jpg', '00001247_02.jpg', '00001247_03.jpg']	None of the choices provided	<image>	<image>	<image>	
1248	<image> Which shape has 1 square corner?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1249	['00001248_00.jpg', '00001248_01.jpg', '00001248_02.jpg']	<image>	None of the choices provided	<image>		
1249	<image> Which shape has 2 square corners?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1248	['00001249_00.jpg', '00001249_01.jpg', '00001249_02.jpg']	<image>	<image>	None of the choices provided		
1250	<image> Which shape is a cylinder?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1251	['00001250_00.jpg', '00001250_01.jpg', '00001250_02.jpg']	None of the choices provided	<image>	<image>		
1251	<image> Which shape is a cube?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1250	['00001251_00.jpg', '00001251_01.jpg', '00001251_02.jpg']	<image>	None of the choices provided	<image>		
1252	<image> Which tool would you use to find out how much a container of flour weighs?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1253	['00001252_00.jpg', '00001252_01.jpg', '00001252_02.jpg', '00001252_03.jpg', '00001252_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
1253	<image> Which tool would you use to assess the air quality in an urban area?	E	Diagram Understanding	Cropped/Zoomed	Graphics	1252	['00001253_00.jpg', '00001253_01.jpg', '00001253_02.jpg', '00001253_03.jpg', '00001253_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
1254	<image> Which star is orange?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1255	['00001254_00.jpg', '00001254_01.jpg', '00001254_02.jpg', '00001254_03.jpg']	<image>	<image>	None of the choices provided	<image>	
1255	<image> Which star is red?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1254	['00001255_00.jpg', '00001255_01.jpg', '00001255_02.jpg', '00001255_03.jpg']	<image>	<image>	None of the choices provided	<image>	
1256	<image> Which shape has 4 corners?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1257	['00001256_00.jpg', '00001256_01.jpg', '00001256_02.jpg']	<image>	<image>	None of the choices provided		
1257	<image> Which shape has 5 corners?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1256	['00001257_00.jpg', '00001257_01.jpg', '00001257_02.jpg']	None of the choices provided	<image>	<image>		
1258	<image> Which group has 6 squares?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1259	['00001258_00.jpg', '00001258_01.jpg', '00001258_02.jpg']	None of the choices provided	<image>	<image>		
1259	<image> Which group has 4 squares?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1258	['00001259_00.jpg', '00001259_01.jpg', '00001259_02.jpg']	None of the choices provided	<image>	<image>		
1260	<image> Which group has 4 squares?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1261	['00001260_00.jpg', '00001260_01.jpg', '00001260_02.jpg']	<image>	None of the choices provided	<image>		
1261	<image> Which group has 3 squares?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1260	['00001261_00.jpg', '00001261_01.jpg', '00001261_02.jpg']	<image>	<image>	None of the choices provided		
1262	<image> Which circle is green?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1263	['00001262_00.jpg', '00001262_01.jpg', '00001262_02.jpg', '00001262_03.jpg']	<image>	None of the choices provided	<image>	<image>	
1263	<image> Which circle is blue?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1262	['00001263_00.jpg', '00001263_01.jpg', '00001263_02.jpg', '00001263_03.jpg']	None of the choices provided	<image>	<image>	<image>	
1264	<image> Which shape has 3 sides?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1265	['00001264_00.jpg', '00001264_01.jpg', '00001264_02.jpg']	<image>	<image>	None of the choices provided		
1265	<image> Which shape has 5 sides?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1264	['00001265_00.jpg', '00001265_01.jpg', '00001265_02.jpg']	<image>	<image>	None of the choices provided		
1266	<image> Which shape is a cone?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1267	['00001266_00.jpg', '00001266_01.jpg', '00001266_02.jpg']	<image>	None of the choices provided	<image>		
1267	<image> Which shape is a cylinder?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1266	['00001267_00.jpg', '00001267_01.jpg', '00001267_02.jpg']	<image>	None of the choices provided	<image>		
1268	<image> Which triangle is green?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1269	['00001268_00.jpg', '00001268_01.jpg', '00001268_02.jpg', '00001268_03.jpg']	<image>	<image>	<image>	None of the choices provided	
1269	<image> Which triangle is blue?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1268	['00001269_00.jpg', '00001269_01.jpg', '00001269_02.jpg', '00001269_03.jpg']	<image>	None of the choices provided	<image>	<image>	
1270	<image> Rachel and Vicky are going to the beach together. They bring a beach blanket to sit on. The blanket is made of 4 equal-sized strips, each with a different color. Which fraction model represents one strip of the blanket?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1271	['00001270_00.jpg', '00001270_01.jpg', '00001270_02.jpg']	None of the choices provided	<image>	<image>		
1271	<image> Rachel and Vicky are going to the beach together. They bring a beach blanket to sit on. The blanket is made of 6 equal-sized strips, each with a different color. Which fraction model represents one strip of the blanket?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1270	['00001271_00.jpg', '00001271_01.jpg', '00001271_02.jpg']	<image>	None of the choices provided	<image>		
1272	<image> Which shape is a cube?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1273	['00001272_00.jpg', '00001272_01.jpg', '00001272_02.jpg']	<image>	None of the choices provided	<image>		
1273	<image> Which shape is a cylinder?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1272	['00001273_00.jpg', '00001273_01.jpg', '00001273_02.jpg']	None of the choices provided	<image>	<image>		
1274	<image> Which heart is pink?	D	Diagram Understanding	Cropped/Zoomed	Graphics	1275	['00001274_00.jpg', '00001274_01.jpg', '00001274_02.jpg', '00001274_03.jpg']	<image>	None of the choices provided	<image>	<image>	
1275	<image> Which heart is blue?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1274	['00001275_00.jpg', '00001275_01.jpg', '00001275_02.jpg', '00001275_03.jpg']	None of the choices provided	<image>	<image>	<image>	
1276	<image> Which object is shaped like a cube?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1277	['00001276_00.jpg', '00001276_01.jpg', '00001276_02.jpg', '00001276_03.jpg']	<image>	<image>	<image>	None of the choices provided	
1277	<image> Which object is shaped like a cone?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1276	['00001277_00.jpg', '00001277_01.jpg', '00001277_02.jpg', '00001277_03.jpg']	None of the choices provided	<image>	<image>	<image>	
1278	<image> Which object is shaped like a cylinder and is above the bed?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1279	['00001278_00.jpg', '00001278_01.jpg', '00001278_02.jpg']	None of the choices provided	<image>	<image>		
1279	<image> Which object is shaped like a cylinder and is above the table?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1278	['00001279_00.jpg', '00001279_01.jpg', '00001279_02.jpg']	<image>	None of the choices provided	<image>		
1280	<image> Which circle is orange?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1281	['00001280_00.jpg', '00001280_01.jpg', '00001280_02.jpg', '00001280_03.jpg']	<image>	<image>	<image>	None of the choices provided	
1281	<image> Which circle is red?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1280	['00001281_00.jpg', '00001281_01.jpg', '00001281_02.jpg', '00001281_03.jpg']	<image>	None of the choices provided	<image>	<image>	
1282	<image> Which shape is a circle?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1283	['00001282_00.jpg', '00001282_01.jpg', '00001282_02.jpg']	<image>	None of the choices provided	<image>		
1283	<image> Which shape is a rhombus?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1282	['00001283_00.jpg', '00001283_01.jpg', '00001283_02.jpg']	None of the choices provided	<image>	<image>		
1284	<image> Which object is shaped like a cube and is below the table?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1285	['00001284_00.jpg', '00001284_01.jpg', '00001284_02.jpg']	<image>	None of the choices provided	<image>		
1285	<image> Which object is shaped like a cylinder and is below the table?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1284	['00001285_00.jpg', '00001285_01.jpg', '00001285_02.jpg']	None of the choices provided	<image>	<image>		
1286	<image> Which shape shows two-thirds?	E	Diagram Understanding	Cropped/Zoomed	Graphics	1287	['00001286_00.jpg', '00001286_01.jpg', '00001286_02.jpg', '00001286_03.jpg', '00001286_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
1287	<image> Which shape shows two-fifths?	D	Diagram Understanding	Cropped/Zoomed	Graphics	1286	['00001287_00.jpg', '00001287_01.jpg', '00001287_02.jpg', '00001287_03.jpg', '00001287_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
1288	<image> Count the tomatoes in this group. Which group has one less than the group you counted?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1289	['00001288_00.jpg', '00001288_01.jpg', '00001288_02.jpg']	None of the choices provided	<image>	<image>		
1289	<image> Count the tomatoes in this group. Which group has two less than the group you counted?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1288	['00001289_00.jpg', '00001289_01.jpg', '00001289_02.jpg']	<image>	<image>	None of the choices provided		
